4183123,10605,17,3,0,0,0,0
669,4190856,1212,3,0,0,0,0
0,5246,4188303,2275,0,0,0,0
0,0,15404,4178169,1985,0,0,0
0,0,0,10050,4185351,575,0,0
0,0,0,0,31910,4158572,1050,0
0,0,0,0,0,19229,4175883,202
0,0,0,0,0,0,53427,4140313
4174741,18986,18,3,0,0,0,0
426,4188774,3535,5,0,0,0,0
0,2222,4187715,5887,0,0,0,0
0,0,6480,4185064,4014,0,0,0
0,0,0,5022,4190340,614,0,0
0,0,0,0,28043,4162957,532,0
0,0,0,0,0,23533,4171726,55
0,0,0,0,0,1,74883,4118856
4172933,20795,17,3,0,0,0,0
407,4187803,4525,5,0,0,0,0
0,1917,4186631,7276,0,0,0,0
0,0,5432,4185151,4975,0,0,0
0,0,0,4247,4190994,735,0,0
0,0,0,0,25728,4165245,559,0
0,0,0,0,0,22803,4172467,44
0,0,0,0,0,1,76388,4117351
4172104,21623,18,3,0,0,0,0
382,4187473,4879,6,0,0,0,0
0,1736,4186174,7914,0,0,0,0
0,0,4966,4185239,5353,0,0,0
0,0,0,4071,4191178,727,0,0
0,0,0,0,25016,4165966,550,0
0,0,0,0,0,22582,4172677,55
0,0,0,0,0,1,76892,4116847
4172137,21591,17,3,0,0,0,0
389,4187400,4945,6,0,0,0,0
0,1779,4185919,8126,0,0,0,0
0,0,4907,4185292,5359,0,0,0
0,0,0,4004,4191214,758,0,0
0,0,0,0,25494,4165499,539,0
0,0,0,0,0,23569,4171697,48
0,0,0,0,0,1,80730,4113009
4171243,22484,18,3,0,0,0,0
383,4187054,5297,6,0,0,0,0
0,1674,4185403,8747,0,0,0,0
0,0,4655,4185121,5782,0,0,0
0,0,0,3852,4191341,783,0,0
0,0,0,0,24581,4166407,544,0
0,0,0,0,0,23090,4172179,45
0,0,0,0,0,1,80190,4113549
4170947,22781,17,3,0,0,0,0
359,4186903,5473,5,0,0,0,0
0,1626,4185231,8967,0,0,0,0
0,0,4592,4185096,5870,0,0,0
0,0,0,3719,4191466,791,0,0
0,0,0,0,24774,4166211,547,0
0,0,0,0,0,23572,4171697,45
0,0,0,0,0,1,82020,4111719
4172443,21284,18,3,0,0,0,0
404,4187435,4896,5,0,0,0,0
0,1833,4186100,7891,0,0,0,0
0,0,5095,4185214,5249,0,0,0
0,0,0,4216,4191096,664,0,0
0,0,0,0,27364,4163695,473,0
0,0,0,0,0,26301,4168974,39
0,0,0,0,0,1,88636,4105103
4171541,22185,19,3,0,0,0,0
363,4187077,5295,5,0,0,0,0
0,1719,4185630,8475,0,0,0,0
0,0,4738,4185338,5482,0,0,0
0,0,0,3900,4191355,721,0,0
0,0,0,0,26489,4164574,469,0
0,0,0,0,0,25673,4169599,42
0,0,0,0,0,1,87748,4105991
4171559,22168,18,3,0,0,0,0
366,4186890,5478,6,0,0,0,0
0,1685,4185390,8749,0,0,0,0
0,0,4666,4185267,5625,0,0,0
0,0,0,3964,4191271,741,0,0
0,0,0,0,26299,4164785,448,0
0,0,0,0,0,25692,4169580,42
0,0,0,0,0,1,88569,4105170
4170518,23208,19,3,0,0,0,0
342,4186485,5909,4,0,0,0,0
0,1599,4184934,9291,0,0,0,0
0,0,4384,4185187,5987,0,0,0
0,0,0,3704,4191465,807,0,0
0,0,0,0,25416,4165601,515,0
0,0,0,0,0,24861,4170411,42
0,0,0,0,0,1,85632,4108107
4171062,22665,18,3,0,0,0,0
349,4186844,5541,6,0,0,0,0
0,1675,4185421,8728,0,0,0,0
0,0,4732,4185288,5538,0,0,0
0,0,0,3998,4191324,654,0,0
0,0,0,0,27393,4163714,425,0
0,0,0,0,0,27132,4168139,43
0,0,0,0,0,1,90935,4102804
4170640,23086,19,3,0,0,0,0
335,4186570,5830,5,0,0,0,0
0,1633,4185337,8854,0,0,0,0
0,0,4567,4185381,5610,0,0,0
0,0,0,4037,4191201,738,0,0
0,0,0,0,27024,4164056,452,0
0,0,0,0,0,26689,4168579,46
0,0,0,0,0,1,90710,4103029
4171138,22588,19,3,0,0,0,0
348,4186887,5501,4,0,0,0,0
0,1675,4185512,8637,0,0,0,0
0,0,4654,4185486,5418,0,0,0
0,0,0,4090,4191213,673,0,0
0,0,0,0,27861,4163271,400,0
0,0,0,0,0,27898,4167379,37
0,0,0,0,0,1,93894,4099845
4171037,22690,18,3,0,0,0,0
349,4186832,5554,5,0,0,0,0
0,1655,4185871,8298,0,0,0,0
0,0,4842,4185874,4842,0,0,0
0,0,0,4399,4190986,591,0,0
0,0,0,0,29858,4161273,401,0
0,0,0,0,0,29081,4166195,38
0,0,0,0,0,1,92964,4100775
4172168,21559,18,3,0,0,0,0
380,4187333,5023,4,0,0,0,0
0,1777,4186528,7519,0,0,0,0
0,0,5240,4185820,4498,0,0,0
0,0,0,4811,4190626,539,0,0
0,0,0,0,32499,4158675,358,0
0,0,0,0,0,31817,4163464,33
0,0,0,0,0,0,99649,4094091
