4192870,857,19,2,0,0,0,0
1014,4191015,706,5,0,0,0,0
0,1571,4191165,3086,1,1,0,0
0,1,1907,4189190,4460,0,0,0
0,0,1,1049,4192816,2110,0,0
0,0,0,0,2096,4182882,6554,0
0,0,0,0,0,714,4192748,1852
0,0,0,0,0,0,5194,4188546
4192855,872,19,2,0,0,0,0
1046,4190894,795,5,0,0,0,0
0,1649,4190837,3336,1,1,0,0
0,1,1977,4189009,4571,0,0,0
0,0,1,1097,4192749,2129,0,0
0,0,0,0,2222,4183487,5823,0
0,0,0,0,0,818,4193018,1478
0,0,0,0,0,0,5518,4188222
4192747,980,19,2,0,0,0,0
1075,4190613,1047,5,0,0,0,0
0,1830,4190295,3697,1,1,0,0
0,1,2311,4188441,4805,0,0,0
0,0,1,1234,4192700,2041,0,0
0,0,0,0,2679,4183738,5115,0
0,0,0,0,0,1032,4193150,1132
0,0,0,0,0,0,6470,4187270
4192613,1115,19,1,0,0,0,0
1074,4190344,1317,5,0,0,0,0
0,1908,4189569,4345,1,1,0,0
0,1,2546,4187748,5262,1,0,0
0,0,1,1313,4192456,2206,0,0
0,0,0,0,3050,4183748,4734,0
0,0,0,0,0,1210,4193156,948
0,0,0,0,0,0,7274,4186466
4192324,1404,18,2,0,0,0,0
1007,4189780,1947,6,0,0,0,0
0,1871,4188269,5682,1,1,0,0
0,0,2557,4186562,6439,0,0,0
0,0,1,1414,4192227,2334,0,0
0,0,0,0,3363,4183559,4610,0
0,0,0,0,0,1389,4193085,840
0,0,0,0,0,0,8273,4185467
4191717,2008,21,2,0,0,0,0
881,4188611,3243,5,0,0,0,0
0,1678,4185478,8666,1,1,0,0
0,0,2436,4184139,8983,0,0,0
0,0,1,1337,4191619,3019,0,0
0,0,0,0,3567,4182552,5413,0
0,0,0,0,0,1591,4192790,933
0,0,0,0,0,0,9265,4184475
4189971,3754,19,4,0,0,0,0
711,4185909,6114,6,0,0,0,0
0,1404,4180466,13952,1,1,0,0
0,0,2101,4180523,12934,0,0,0
0,0,1,1281,4190427,4267,0,0
