4189696,4022,22,3,2,3,0,0
1000,4191287,449,1,2,1,0,0
0,6921,4187811,1088,2,1,1,0
0,0,16232,4177967,1358,0,1,0
0,0,0,8169,4187283,523,1,0
0,0,0,0,23183,4167214,1135,0
0,0,0,0,0,11154,4183899,261
0,0,0,0,0,1,35381,4158358
4186076,7643,21,3,2,3,0,0
504,4190958,1271,3,3,1,0,0
0,2909,4190052,2859,2,1,1,0
0,0,6694,4186507,2356,0,1,0
0,0,0,4378,4191190,407,1,0
0,0,0,0,22815,4168272,445,0
0,0,0,0,0,15088,4180158,68
0,0,0,0,0,0,51476,4142264
4185108,8608,24,3,2,3,0,0
452,4190715,1567,2,2,2,0,0
0,2354,4189941,3525,2,1,1,0
0,0,5734,4187028,2795,0,1,0
0,0,0,3876,4191648,451,1,0
0,0,0,0,21458,4169639,435,0
0,0,0,0,0,14882,4180375,57
0,0,0,0,0,0,53715,4140025
4184728,8988,24,2,3,3,0,0
413,4190615,1706,3,2,1,0,0
0,2248,4189681,3891,2,1,1,0
0,0,5423,4187115,3019,0,1,0
0,0,0,3700,4191790,485,1,0
0,0,0,0,20886,4170205,441,0
0,0,0,0,0,15177,4180080,57
0,0,0,0,0,0,54449,4139291
4184743,8975,22,2,3,3,0,0
432,4190581,1721,3,2,1,0,0
0,2271,4189743,3806,2,1,1,0
0,0,5420,4187211,2926,0,1,0
0,0,0,3643,4191875,457,1,0
0,0,0,0,22084,4169025,423,0
0,0,0,0,0,15732,4179539,43
0,0,0,0,0,0,57415,4136325
4184373,9344,23,2,3,3,0,0
407,4190468,1857,4,2,2,0,0
0,2147,4189505,4168,2,1,1,0
0,0,5215,4187233,3109,0,1,0
0,0,0,3538,4191943,494,1,0
0,0,0,0,21254,4169894,384,0
0,0,0,0,0,15839,4179424,51
0,0,0,0,0,0,58001,4135739
4184242,9474,24,3,2,3,0,0
439,4190350,1944,4,2,1,0,0
0,2072,4189497,4251,2,1,1,0
0,0,4977,4187402,3178,0,1,0
0,0,0,3494,4192033,448,1,0
0,0,0,0,21655,4169462,415,0
0,0,0,0,0,16135,4179127,52
0,0,0,0,0,1,59083,4134656
4184853,8863,24,3,2,3,0,0
468,4190554,1711,4,2,1,0,0
0,2356,4189729,3735,2,1,1,0
0,0,5741,4187035,2781,0,1,0
0,0,0,3891,4191725,359,1,0
0,0,0,0,24221,4166983,328,0
0,0,0,0,0,17996,4177283,35
0,0,0,0,0,0,64763,4128977
4184456,9261,23,2,3,3,0,0
439,4190451,1844,3,1,2,0,0
0,2194,4189581,4045,2,1,1,0
0,0,5355,4187245,2957,0,1,0
0,0,0,3780,4191788,407,1,0
0,0,0,0,23416,4167761,355,0
0,0,0,0,0,17661,4177610,43
0,0,0,0,0,1,63848,4129891
4184246,9469,25,3,2,3,0,0
420,4190451,1863,3,2,1,0,0
0,2148,4189647,4025,2,1,1,0
0,0,5276,4187378,2903,0,1,0
0,0,0,3661,4191925,389,1,0
0,0,0,0,23637,4167572,323,0
0,0,0,0,0,17999,4177266,49
0,0,0,0,0,0,65094,4128646
4183896,9819,25,3,2,3,0,0
390,4190326,2017,4,2,1,0,0
0,2039,4189451,4330,2,1,1,0
0,0,4889,4187590,3078,0,1,0
0,0,0,3492,4192045,438,1,0
0,0,0,0,22796,4168379,357,0
0,0,0,0,0,17342,4177935,37
0,0,0,0,0,1,63258,4130481
4184143,9572,25,3,2,3,0,0
415,4190404,1914,4,2,1,0,0
0,2150,4189644,4026,2,1,1,0
0,0,5289,4187378,2890,0,1,0
0,0,0,3849,4191738,388,1,0
0,0,0,0,24651,4166571,310,0
0,0,0,0,0,18781,4176500,33
0,0,0,0,0,1,66481,4127258
4184050,9667,23,2,3,3,0,0
423,4190349,1960,5,1,2,0,0
0,2150,4189547,4123,2,1,1,0
0,0,5115,4187492,2950,0,1,0
0,0,0,3764,4191818,393,1,0
0,0,0,0,24394,4166817,321,0
0,0,0,0,0,18716,4176554,44
0,0,0,0,0,0,66729,4127011
4184275,9440,25,2,3,3,0,0
415,4190484,1834,4,2,1,0,0
0,2145,4189696,3979,2,1,1,0
0,0,5340,4187377,2840,0,1,0
0,0,0,3984,4191649,342,1,0
0,0,0,0,25645,4165596,291,0
0,0,0,0,0,19694,4175585,35
0,0,0,0,0,1,69824,4123915
4184197,9520,23,2,3,3,0,0
401,4190392,1939,5,1,2,0,0
0,2144,4189941,3735,2,1,1,0
0,0,5433,4187548,2576,0,1,0
0,0,0,4242,4191405,328,1,0
0,0,0,0,26944,4164283,305,0
0,0,0,0,0,20016,4175251,47
0,0,0,0,0,0,68302,4125438
4184829,8888,23,3,2,3,0,0
439,4190551,1744,2,3,1,0,0
0,2398,4190033,3389,2,1,1,0
0,0,5981,4187361,2215,0,1,0
0,0,0,4692,4190995,288,1,0
0,0,0,0,29633,4161645,254,0
0,0,0,0,0,22141,4173133,40
0,0,0,0,0,0,72962,4120778
