4187307,6415,16,1,0,2,7,0
655,4191303,776,2,0,0,4,0
0,5206,4188827,1780,0,2,9,0
0,0,12853,4180819,1874,2,10,0
0,0,0,7178,4188062,730,6,0
0,0,0,0,22264,4167914,1354,0
0,0,0,0,0,11652,4183377,285
0,0,0,0,0,0,35830,4157910
4181911,11808,19,1,0,2,7,0
375,4189973,2386,2,0,0,4,0
0,2211,4188897,4705,0,2,9,0
0,0,5481,4186564,3501,2,10,0
0,0,0,3772,4191589,609,6,0
0,0,0,0,21361,4169557,614,0
0,0,0,0,0,15327,4179921,66
0,0,0,0,0,0,51620,4142120
4180490,13229,19,1,0,2,7,0
326,4189454,2953,3,0,0,4,0
0,1850,4188139,5824,0,2,9,0
0,0,4655,4186648,4243,2,10,0
0,0,0,3321,4191996,654,5,0
0,0,0,0,19986,4170948,598,0
0,0,0,0,0,15025,4180231,58
0,0,0,0,0,0,53357,4140383
4179927,13791,20,1,0,3,6,0
331,4189157,3245,3,0,0,4,0
0,1744,4187901,6168,0,2,9,0
0,0,4360,4186625,4561,2,10,0
0,0,0,3092,4192189,689,6,0
0,0,0,0,19522,4171397,613,0
0,0,0,0,0,15116,4180143,55
0,0,0,0,0,1,54263,4139476
4180102,13617,18,2,0,2,7,0
330,4189100,3303,3,0,0,4,0
0,1717,4187769,6327,0,2,9,0
0,0,4287,4186827,4432,2,10,0
0,0,0,3153,4192136,681,6,0
0,0,0,0,20089,4170880,563,0
0,0,0,0,0,15843,4179424,47
0,0,0,0,0,2,57009,4136729
4179468,14250,19,2,0,2,7,0
308,4188826,3599,3,0,0,4,0
0,1664,4187493,6656,0,2,9,0
0,0,4127,4186634,4785,2,10,0
0,0,0,3040,4192215,715,6,0
0,0,0,0,19545,4171412,575,0
0,0,0,0,0,15378,4179883,53
0,0,0,0,0,0,56817,4136923
4179597,14121,19,2,0,2,7,0
335,4188708,3690,3,0,0,4,0
0,1650,4187361,6802,0,2,9,0
0,0,4029,4186651,4866,2,10,0
0,0,0,2959,4192307,704,6,0
0,0,0,0,19784,4171200,548,0
0,0,0,0,0,16136,4179128,50
0,0,0,0,0,0,58177,4135563
4180275,13444,19,1,0,2,7,0
353,4189212,3168,3,0,0,4,0
0,1863,4187840,6110,0,2,9,0
0,0,4419,4186904,4223,2,10,0
0,0,0,3381,4191983,606,6,0
0,0,0,0,21936,4169166,430,0
0,0,0,0,0,17905,4177374,35
0,0,0,0,0,0,63416,4130324
4179627,14092,19,1,0,2,7,0
324,4188867,3542,3,0,0,4,0
0,1753,4187632,6428,0,2,9,0
0,0,4251,4186771,4524,2,10,0
0,0,0,3205,4192122,643,6,0
0,0,0,0,21395,4169659,478,0
0,0,0,0,0,17413,4177862,39
0,0,0,0,0,1,62515,4131224
4179334,14386,17,2,0,2,7,0
317,4188714,3702,3,0,0,4,0
0,1695,4187605,6513,0,2,9,0
0,0,4126,4186903,4517,2,10,0
0,0,0,3182,4192133,655,6,0
0,0,0,0,21285,4169773,474,0
0,0,0,0,0,17537,4177733,44
0,0,0,0,0,0,63113,4130627
4178860,14860,18,1,0,2,7,0
299,4188404,4030,3,0,0,4,0
0,1563,4187240,7010,0,2,9,0
0,0,3882,4186852,4812,2,10,0
0,0,0,2917,4192383,670,6,0
0,0,0,0,20446,4170600,486,0
0,0,0,0,0,16966,4178316,32
0,0,0,0,0,0,61412,4132328
4179323,14396,18,2,0,2,7,0
302,4188715,3716,3,0,0,4,0
0,1696,4187555,6562,0,2,9,0
0,0,4130,4186991,4425,2,10,0
0,0,0,3236,4192136,598,6,0
0,0,0,0,22120,4168985,427,0
0,0,0,0,0,18258,4177020,36
0,0,0,0,0,0,65022,4128718
4179070,14647,20,2,0,2,7,0
302,4188511,3920,3,0,0,4,0
0,1569,4187566,6678,0,2,9,0
0,0,4065,4186974,4507,2,10,0
0,0,0,3141,4192263,566,6,0
0,0,0,0,21791,4169282,459,0
0,0,0,0,0,18326,4176953,35
0,0,0,0,0,0,64806,4128934
4179385,14333,19,2,0,2,7,0
296,4188703,3734,3,0,0,4,0
0,1709,4187664,6440,0,2,9,0
0,0,4239,4186936,4371,2,10,0
0,0,0,3307,4192117,547,5,0
0,0,0,0,22678,4168449,405,0
0,0,0,0,0,19086,4176192,36
0,0,0,0,0,0,67546,4126194
4179148,14571,18,2,0,2,7,0
300,4188777,3657,2,0,0,4,0
0,1611,4188015,6187,0,2,9,0
0,0,4197,4187412,3937,2,10,0
0,0,0,3522,4191936,512,6,0
0,0,0,0,24108,4167038,386,0
0,0,0,0,0,19626,4175647,41
0,0,0,0,0,0,66458,4127282
4180037,13680,20,2,0,2,7,0
310,4189144,3280,2,0,0,4,0
0,1812,4188430,5571,0,2,9,0
0,0,4627,4187295,3624,2,10,0
0,0,0,3888,4191627,456,5,0
0,0,0,0,26244,4164962,326,0
0,0,0,0,0,21761,4173513,40
0,0,0,0,0,0,71503,4122237
